id,user_id,transaction_date,amount,type
75,81,2024-10-28,156.9,withdrawal
76,15,2024-12-04,704.96,withdrawal
77,128,2024-08-27,452.46,deposit
78,164,2024-07-02,425.93,deposit
79,187,2024-12-03,2700.56,deposit
80,174,2024-11-03,156.39,withdrawal
81,21,2024-11-22,2178.0,deposit
82,60,2024-11-14,665.14,withdrawal
83,145,2024-07-24,1601.99,deposit
84,178,2024-07-07,1380.39,withdrawal
85,142,2024-07-26,2695.34,deposit
86,111,2024-08-31,3413.73,deposit
87,161,2024-10-23,1974.24,withdrawal
88,59,2024-06-28,2726.64,withdrawal
89,79,2024-08-24,295.74,deposit
90,134,2024-11-30,1358.61,withdrawal
91,147,2024-10-02,3490.61,withdrawal
92,154,2024-08-03,911.96,withdrawal
93,26,2024-06-28,3210.82,withdrawal
94,31,2024-10-07,1183.54,withdrawal
95,173,2024-10-06,3972.61,deposit
96,171,2024-09-07,972.43,deposit
97,18,2024-12-21,4933.31,withdrawal
98,10,2024-06-28,3895.26,deposit
99,154,2024-10-24,1075.29,withdrawal
100,8,2024-11-29,2739.62,deposit
101,114,2024-09-27,1625.55,deposit
102,85,2024-08-05,1668.14,deposit
103,175,2024-11-24,4605.22,withdrawal
104,6,2024-11-10,1430.8,deposit
105,143,2024-08-17,728.71,deposit
106,72,2024-07-02,493.57,withdrawal
107,76,2024-08-08,2451.15,deposit
108,123,2024-10-15,4287.48,deposit
109,31,2024-07-17,756.9,withdrawal
110,82,2024-12-11,1299.13,withdrawal
111,136,2024-12-21,1001.35,deposit
112,94,2024-08-11,4034.04,deposit
113,33,2024-10-25,1212.56,withdrawal
114,13,2024-10-07,4927.58,deposit
115,119,2024-09-15,4185.19,deposit
116,19,2024-08-27,630.56,deposit
117,77,2024-09-28,4689.95,deposit
118,55,2024-07-13,1616.33,withdrawal
119,131,2024-11-27,268.05,deposit
120,144,2024-08-06,2714.85,deposit
121,85,2024-09-26,2339.02,deposit
122,86,2024-11-08,4515.45,withdrawal
123,157,2024-07-11,3681.81,withdrawal
124,51,2024-10-09,2670.22,withdrawal
125,22,2024-09-10,3583.56,withdrawal
126,123,2024-12-21,2521.6,withdrawal
127,72,2024-09-09,1706.77,deposit
128,48,2024-08-18,4838.86,deposit
129,103,2024-07-10,132.15,withdrawal
130,99,2024-12-07,963.44,deposit
131,173,2024-09-29,1779.61,deposit
132,168,2024-07-26,1665.59,deposit
133,139,2024-06-28,2885.03,withdrawal
134,119,2024-10-28,18.67,withdrawal
135,136,2024-10-24,88.65,deposit
136,188,2024-11-11,393.05,withdrawal
137,60,2024-12-05,1532.51,deposit
138,122,2024-08-31,369.0,deposit
139,38,2024-08-12,4425.51,withdrawal
140,167,2024-11-25,3466.73,deposit
141,142,2024-11-19,1506.81,deposit
142,77,2024-12-04,4871.58,deposit
143,181,2024-08-16,1967.96,deposit
144,94,2024-11-06,3555.77,deposit
145,68,2024-12-05,4463.13,withdrawal
146,153,2024-07-08,1073.72,withdrawal
147,160,2024-10-06,2676.13,withdrawal
148,183,2024-08-24,2972.59,deposit
149,181,2024-10-30,2924.54,deposit
150,11,2024-11-10,4342.79,withdrawal
151,32,2024-10-16,3283.12,withdrawal
152,7,2024-08-11,1031.11,withdrawal
153,171,2024-07-10,1570.97,withdrawal
154,50,2024-12-04,4444.56,deposit
155,90,2024-09-22,2522.46,withdrawal
156,85,2024-08-30,1675.15,withdrawal
157,113,2024-07-11,3060.33,withdrawal
158,40,2024-11-30,2186.23,withdrawal
159,104,2024-07-12,101.61,withdrawal
160,105,2024-08-21,2810.29,deposit
161,184,2024-09-07,269.52,deposit
162,85,2024-10-13,2897.03,deposit
163,93,2024-09-08,2413.47,deposit
164,50,2024-06-29,1017.68,deposit
165,57,2024-07-07,3473.16,deposit
166,47,2024-10-30,3357.47,withdrawal
167,101,2024-11-02,1268.05,deposit
168,160,2024-11-06,3011.13,withdrawal
169,175,2024-09-05,565.33,withdrawal
170,154,2024-10-14,3338.8,deposit
171,152,2024-10-21,26.31,withdrawal
172,95,2024-10-20,3717.51,withdrawal
173,11,2024-10-04,3760.99,deposit
174,85,2024-10-06,1869.99,deposit
175,183,2024-08-14,1863.2,withdrawal
176,40,2024-07-18,380.36,deposit
177,6,2024-07-16,2799.99,withdrawal
178,24,2024-07-03,3781.79,withdrawal
179,106,2024-08-26,701.91,withdrawal
180,111,2024-12-18,1560.97,deposit
181,165,2024-08-27,4791.8,deposit
182,125,2024-07-15,1373.92,deposit
183,177,2024-09-24,2936.73,deposit
184,99,2024-12-14,4257.79,deposit
185,56,2024-07-14,2574.88,withdrawal
186,92,2024-09-03,3399.05,withdrawal
187,11,2024-09-02,4137.8,withdrawal
188,35,2024-10-07,2902.38,withdrawal
189,73,2024-09-26,917.01,withdrawal
190,93,2024-08-02,169.41,withdrawal
191,89,2024-06-29,4398.39,deposit
192,122,2024-07-21,3376.42,withdrawal
193,145,2024-08-16,4268.34,withdrawal
194,145,2024-07-04,1583.02,withdrawal
195,163,2024-09-24,4211.9,withdrawal
196,81,2024-11-16,4040.7,deposit
197,132,2024-11-29,4519.45,deposit
198,146,2024-09-01,75.5,deposit
199,139,2024-09-09,257.55,deposit
200,1,2024-08-08,3569.23,deposit
201,18,2024-07-01,1982.3,deposit
202,44,2024-07-14,3652.55,withdrawal
203,56,2024-12-12,3934.4,deposit
204,93,2024-09-16,2040.94,withdrawal
205,167,2024-11-06,4142.06,withdrawal
206,25,2024-07-15,1722.13,withdrawal
207,62,2024-08-02,4700.15,deposit
208,26,2024-07-23,1609.45,withdrawal
209,85,2024-12-19,3501.83,deposit
210,180,2024-11-01,141.28,withdrawal
211,55,2024-09-27,3859.95,withdrawal
212,140,2024-11-06,2808.04,deposit
213,139,2024-09-06,2800.77,deposit
214,157,2024-11-08,181.42,deposit
215,94,2024-11-13,730.76,deposit
216,147,2024-11-13,4509.85,withdrawal
217,161,2024-11-22,3846.26,withdrawal
218,181,2024-12-04,3811.9,withdrawal
219,132,2024-08-06,4255.67,withdrawal
220,185,2024-10-20,2968.1,withdrawal
221,54,2024-07-22,4617.42,withdrawal
222,52,2024-10-04,262.4,withdrawal
223,128,2024-10-12,3485.94,deposit
224,17,2024-11-27,730.86,deposit
225,3,2024-09-21,1944.73,withdrawal
226,126,2024-11-07,4280.35,withdrawal
227,57,2024-08-19,2873.5,withdrawal
228,177,2024-10-27,892.65,withdrawal
229,84,2024-07-05,4888.19,withdrawal
230,38,2024-10-29,2923.19,deposit
231,70,2024-09-08,1299.19,withdrawal
232,55,2024-07-01,344.09,deposit
233,45,2024-07-08,2770.01,withdrawal
234,141,2024-08-12,4078.49,withdrawal
235,50,2024-11-03,446.79,withdrawal
236,85,2024-10-28,1188.75,deposit
237,73,2024-10-22,2541.99,deposit
238,33,2024-12-09,437.26,deposit
239,4,2024-10-14,907.24,withdrawal
240,172,2024-11-15,3723.58,withdrawal
241,67,2024-09-03,1768.0,deposit
242,99,2024-10-05,3775.26,deposit
243,113,2024-11-06,3259.61,deposit
244,79,2024-12-06,324.15,deposit
245,11,2024-07-21,3459.31,deposit
246,175,2024-09-10,1218.33,withdrawal
247,141,2024-10-24,4176.24,deposit
248,10,2024-09-23,704.21,withdrawal
249,55,2024-08-25,4920.26,deposit
250,56,2024-07-19,382.87,deposit
251,172,2024-09-15,964.04,deposit
252,90,2024-07-12,382.48,deposit
253,16,2024-11-28,580.57,deposit
254,133,2024-09-02,810.4,withdrawal
255,166,2024-10-18,2256.27,withdrawal
256,122,2024-11-13,2698.73,withdrawal
257,128,2024-08-29,2201.09,deposit
258,20,2024-10-27,1161.84,withdrawal
259,83,2024-11-17,3069.22,withdrawal
260,160,2024-07-21,760.37,withdrawal
261,136,2024-08-26,4693.62,deposit
262,52,2024-10-28,961.79,deposit
263,13,2024-12-13,1172.4,deposit
264,62,2024-07-02,4342.09,deposit
265,66,2024-12-14,1022.35,withdrawal
266,115,2024-11-24,3855.65,deposit
267,67,2024-11-21,2822.61,withdrawal
268,37,2024-10-16,100.52,withdrawal
269,61,2024-11-05,1186.77,withdrawal
270,31,2024-11-22,4023.81,deposit
271,64,2024-09-04,974.46,withdrawal
272,105,2024-12-10,4357.73,withdrawal
273,170,2024-09-06,1192.29,deposit
274,122,2024-10-10,4760.18,deposit
275,179,2024-11-21,912.58,deposit
276,136,2024-07-29,1421.5,deposit
277,93,2024-07-22,3958.3,deposit
278,145,2024-09-16,4342.97,deposit
279,93,2024-11-12,2117.13,withdrawal
280,84,2024-07-11,3336.4,deposit
281,12,2024-07-26,3434.64,withdrawal
282,133,2024-08-29,1990.39,withdrawal
283,82,2024-12-20,3868.75,deposit
284,145,2024-10-13,4281.81,withdrawal
285,173,2024-07-17,285.18,withdrawal
286,3,2024-08-02,651.22,withdrawal
287,128,2024-10-03,1442.66,deposit
288,31,2024-12-10,3268.35,deposit
289,180,2024-08-26,3531.14,deposit
290,100,2024-08-15,2411.36,deposit
291,44,2024-12-10,866.42,withdrawal
292,144,2024-12-09,3590.71,deposit
293,69,2024-08-08,4262.69,deposit
294,4,2024-11-11,4017.23,withdrawal
295,130,2024-12-05,2089.14,withdrawal
296,55,2024-10-04,4700.62,deposit
297,11,2024-07-07,1791.54,withdrawal
298,167,2024-09-11,702.86,deposit
299,184,2024-07-03,3319.01,withdrawal
300,67,2024-10-30,4810.61,withdrawal
301,62,2024-12-03,2312.29,withdrawal
302,50,2024-12-06,1288.79,withdrawal
303,90,2024-08-12,1940.94,withdrawal
304,100,2024-11-13,629.17,withdrawal
305,15,2024-08-19,3045.95,deposit
306,79,2024-10-19,3304.18,withdrawal
307,1,2024-12-12,2106.6,deposit
308,134,2024-09-24,2163.09,deposit
309,110,2024-12-09,3016.97,deposit
310,91,2024-09-16,3637.68,withdrawal
311,144,2024-11-12,4341.35,deposit
312,147,2024-12-07,2560.03,withdrawal
313,173,2024-08-04,3197.52,withdrawal
314,150,2024-08-31,627.5,deposit
315,19,2024-07-06,3439.52,withdrawal
316,92,2024-08-02,3418.59,deposit
317,124,2024-11-01,4377.57,deposit
318,48,2024-07-29,340.7,deposit
319,36,2024-07-10,1769.66,withdrawal
320,66,2024-09-16,4532.5,deposit
321,85,2024-12-03,2743.12,withdrawal
322,54,2024-10-10,1347.5,deposit
323,159,2024-07-16,1366.08,withdrawal
324,49,2024-07-09,2872.94,deposit
325,161,2024-07-27,2906.78,withdrawal
326,99,2024-12-10,2087.87,deposit
327,14,2024-11-05,1648.65,withdrawal
328,53,2024-07-19,1095.06,deposit
329,123,2024-07-14,3591.58,withdrawal
330,109,2024-09-07,1181.62,withdrawal
331,111,2024-12-12,3828.45,deposit
332,80,2024-11-11,3877.92,withdrawal
333,90,2024-08-25,4607.25,withdrawal
334,154,2024-09-09,1071.11,withdrawal
335,167,2024-09-04,1034.15,withdrawal
336,3,2024-07-20,2832.02,withdrawal
337,112,2024-12-04,1534.03,deposit
338,18,2024-12-07,3686.29,withdrawal
339,66,2024-07-03,909.6,withdrawal
340,149,2024-11-05,1061.1,withdrawal
341,167,2024-11-18,4967.37,deposit
342,169,2024-06-28,1956.54,deposit
343,21,2024-11-12,2512.48,deposit
344,156,2024-10-16,1973.56,withdrawal
345,58,2024-12-17,4914.49,deposit
346,152,2024-08-23,625.58,withdrawal
347,101,2024-10-08,2993.42,withdrawal
348,26,2024-11-12,3031.13,withdrawal
349,136,2024-07-21,2819.92,withdrawal
350,153,2024-12-14,4841.83,withdrawal
351,167,2024-12-09,396.92,deposit
352,6,2024-09-05,903.35,withdrawal
353,6,2024-11-03,24.18,withdrawal
354,6,2024-09-16,581.6,withdrawal
355,180,2024-12-15,2039.39,withdrawal
356,91,2024-10-27,4155.99,withdrawal
357,168,2024-08-12,407.63,deposit
358,31,2024-08-30,1902.43,withdrawal
359,63,2024-10-02,1073.02,withdrawal
360,182,2024-12-11,257.86,withdrawal
361,142,2024-07-21,4301.43,deposit
362,94,2024-07-07,1703.76,withdrawal
363,149,2024-10-26,188.98,deposit
364,165,2024-08-14,4360.52,withdrawal
365,39,2024-08-22,4349.35,deposit
366,58,2024-08-01,3226.69,deposit
367,121,2024-09-27,2817.92,withdrawal
368,98,2024-12-19,617.74,deposit
369,25,2024-07-10,2427.54,withdrawal
370,131,2024-07-27,663.94,deposit
371,67,2024-09-12,4088.03,withdrawal
372,36,2024-12-09,2612.79,deposit
373,173,2024-08-21,1617.57,deposit
374,123,2024-09-27,4948.57,withdrawal
375,149,2024-10-23,301.77,deposit
376,49,2024-11-27,3716.12,deposit
377,136,2024-08-31,317.69,deposit
378,177,2024-10-19,2253.11,deposit
379,35,2024-08-15,1093.88,deposit
380,51,2024-07-03,2404.39,deposit
381,96,2024-10-21,347.82,withdrawal
382,44,2024-11-09,3568.85,deposit
383,10,2024-09-22,4766.04,deposit
384,128,2024-07-06,4556.03,withdrawal
385,147,2024-07-31,2636.43,withdrawal
386,1,2024-10-19,781.99,withdrawal
387,155,2024-12-12,1025.08,deposit
388,163,2024-08-18,2574.83,deposit
389,81,2024-07-16,525.84,withdrawal
390,167,2024-12-02,4578.72,withdrawal
391,3,2024-07-30,2108.54,deposit
392,82,2024-09-28,133.65,withdrawal
393,27,2024-07-17,928.31,withdrawal
394,138,2024-08-23,3339.25,withdrawal
395,1,2024-08-11,4264.96,deposit
396,184,2024-10-20,3086.87,withdrawal
397,187,2024-11-10,1870.82,withdrawal
398,112,2024-10-17,4140.75,deposit
399,78,2024-09-06,2248.82,deposit
400,5,2024-09-23,2087.2,deposit
401,1,2024-08-15,4919.28,deposit
402,161,2024-11-16,2053.55,withdrawal
403,66,2024-08-10,3442.02,deposit
404,84,2024-09-07,4123.93,withdrawal
405,4,2024-09-06,915.11,withdrawal
406,188,2024-11-01,3281.58,deposit
407,48,2024-08-20,2084.42,deposit
408,40,2024-10-11,291.29,withdrawal
409,102,2024-10-20,3404.7,deposit
410,103,2024-11-17,4447.65,deposit
411,16,2024-12-20,4080.7,withdrawal
412,32,2024-09-24,1488.85,withdrawal
413,38,2024-08-03,3092.78,withdrawal
414,76,2024-10-22,819.76,withdrawal
415,81,2024-07-20,936.94,deposit
416,14,2024-09-25,4982.15,deposit
417,93,2024-06-30,3716.78,deposit
418,157,2024-09-02,3066.1,withdrawal
419,32,2024-11-22,4739.27,withdrawal
420,2,2024-10-24,2966.74,withdrawal
421,54,2024-07-07,4212.03,deposit
422,96,2024-08-29,1600.73,deposit
423,81,2024-11-02,3312.99,withdrawal
424,57,2024-11-27,2953.38,withdrawal
425,39,2024-09-18,986.19,deposit
426,13,2024-11-30,793.68,deposit
427,24,2024-07-08,1964.28,withdrawal
428,29,2024-08-18,714.83,withdrawal
429,96,2024-06-28,3790.61,deposit
430,166,2024-08-14,2655.19,withdrawal
431,50,2024-12-02,4035.46,withdrawal
432,187,2024-07-28,374.12,deposit
433,186,2024-09-21,62.58,withdrawal
434,50,2024-10-16,2168.67,withdrawal
435,30,2024-10-30,3142.43,withdrawal
436,61,2024-12-16,1997.18,deposit
437,81,2024-12-16,3791.27,withdrawal
438,115,2024-07-16,1844.82,withdrawal
439,122,2024-07-05,2612.56,deposit
440,187,2024-10-13,1755.41,deposit
441,52,2024-08-08,87.19,withdrawal
442,28,2024-11-04,3631.43,withdrawal
443,188,2024-07-02,827.1,deposit
444,75,2024-06-25,502.59,deposit
445,105,2024-08-06,3163.41,deposit
446,98,2024-11-20,952.54,deposit
447,116,2024-11-30,1261.7,deposit
448,78,2024-08-24,2722.3,withdrawal
449,117,2024-09-15,4537.05,withdrawal
450,3,2024-10-18,3962.62,deposit
451,45,2024-09-23,1817.81,withdrawal
452,48,2024-11-20,3338.35,deposit
453,76,2024-10-23,2850.43,deposit
454,133,2024-07-14,277.03,deposit
455,128,2024-08-11,4705.02,withdrawal
456,35,2024-12-16,672.71,withdrawal
457,176,2024-10-05,3491.46,withdrawal
458,171,2024-09-24,2604.84,withdrawal
459,101,2024-10-12,2701.63,withdrawal
460,3,2024-12-15,793.86,deposit
461,66,2024-09-27,2379.1,withdrawal
462,148,2024-10-04,660.04,withdrawal
463,41,2024-12-03,4816.17,deposit
464,156,2024-07-22,1359.88,deposit
465,61,2024-07-20,4330.15,withdrawal
466,101,2024-12-02,4067.27,withdrawal
467,63,2024-08-10,3414.98,deposit
468,177,2024-08-01,117.63,deposit
469,20,2024-08-28,4596.04,deposit
470,82,2024-08-29,3435.79,deposit
471,17,2024-09-06,3994.25,withdrawal
472,26,2024-09-21,1632.21,deposit
473,107,2024-08-02,1621.29,deposit
474,47,2024-07-21,3170.17,withdrawal
475,162,2024-07-16,4756.37,withdrawal
476,42,2024-10-30,4852.15,withdrawal
477,18,2024-10-15,4070.34,withdrawal
478,81,2024-11-06,3602.74,deposit
479,87,2024-09-10,1055.52,withdrawal
480,15,2024-07-06,3554.63,deposit
481,105,2024-07-20,4200.71,deposit
482,66,2024-09-23,3356.64,deposit
483,78,2024-11-20,3922.82,deposit
484,138,2024-10-02,1501.55,withdrawal
485,61,2024-08-12,363.74,withdrawal
486,48,2024-09-20,3400.12,withdrawal
487,123,2024-11-28,1848.95,deposit
488,97,2024-09-12,2817.2,withdrawal
489,145,2024-06-30,1410.65,deposit
490,65,2024-09-12,4853.89,deposit
491,26,2024-07-12,3546.68,deposit
492,72,2024-10-07,1136.79,deposit
493,22,2024-08-03,487.1,deposit
494,188,2024-08-09,4990.05,withdrawal
495,36,2024-10-23,790.66,withdrawal
496,2,2024-06-28,251.46,withdrawal
497,159,2024-12-02,1081.31,withdrawal
498,182,2024-11-16,1329.42,withdrawal
499,10,2024-09-13,4340.77,withdrawal
500,71,2024-10-14,165.49,withdrawal
501,77,2024-07-13,4226.52,withdrawal
502,69,2024-07-19,1198.83,deposit
503,45,2024-07-25,3884.05,withdrawal
504,34,2024-08-19,2765.02,withdrawal
505,21,2024-12-10,832.42,deposit
506,79,2024-08-14,4826.32,withdrawal
507,74,2024-08-19,4448.12,withdrawal
508,24,2024-10-28,4020.06,deposit
509,110,2024-11-01,4435.23,withdrawal
510,73,2024-09-04,2773.8,withdrawal
511,178,2024-09-07,3547.03,withdrawal
512,34,2024-06-27,1463.47,deposit
513,142,2024-07-29,2592.14,withdrawal
514,53,2024-08-28,99.44,withdrawal
515,7,2024-06-27,4968.1,withdrawal
516,89,2024-11-06,1205.29,withdrawal
517,80,2024-10-11,4723.83,deposit
518,38,2024-08-30,2937.05,withdrawal
519,9,2024-10-07,4821.54,deposit
520,180,2024-09-02,1776.41,withdrawal
521,133,2024-10-04,1377.96,deposit
522,186,2024-11-09,1636.01,withdrawal
523,123,2024-11-30,3812.99,withdrawal
524,67,2024-09-06,2666.67,deposit
525,111,2024-11-21,3963.92,deposit
526,121,2024-09-12,4180.58,withdrawal
527,78,2024-08-30,4877.17,deposit
528,21,2024-10-14,1881.19,withdrawal
529,172,2024-08-11,4943.09,deposit
530,107,2024-11-22,3080.44,deposit
531,149,2024-11-02,1141.87,withdrawal
532,104,2024-10-06,244.45,withdrawal
533,82,2024-10-13,2517.24,deposit
534,65,2024-07-24,3932.16,withdrawal
535,73,2024-10-09,2935.19,withdrawal
536,79,2024-07-20,1184.27,deposit
537,65,2024-12-06,153.7,deposit
538,92,2024-12-01,819.6,withdrawal
539,62,2024-08-08,2162.12,withdrawal
540,136,2024-08-01,2017.64,withdrawal
541,111,2024-08-17,4400.62,deposit
542,173,2024-07-01,884.86,deposit
543,83,2024-07-26,2275.77,deposit
544,77,2024-10-06,4974.46,withdrawal
545,165,2024-10-28,2471.29,withdrawal
546,58,2024-10-18,2373.17,deposit
547,56,2024-11-09,4842.25,withdrawal
548,180,2024-12-07,1711.78,deposit
549,59,2024-10-09,736.96,withdrawal
550,148,2024-07-09,1195.56,deposit
551,124,2024-11-17,1888.75,withdrawal
552,49,2024-11-04,3945.35,withdrawal
553,187,2024-07-18,553.62,deposit
554,188,2024-10-15,2318.7,withdrawal
555,62,2024-07-13,3322.29,deposit
556,84,2024-09-02,985.0,deposit
557,30,2024-09-24,2650.13,deposit
558,177,2024-10-23,938.18,withdrawal
559,156,2024-09-20,4450.7,deposit
560,144,2024-12-12,4032.54,deposit
561,147,2024-10-13,1348.95,deposit
562,63,2024-12-12,2477.33,withdrawal
563,22,2024-09-03,444.87,deposit
564,164,2024-07-12,181.82,deposit
565,106,2024-12-11,892.11,deposit
566,127,2024-08-11,3419.43,withdrawal
567,11,2024-10-17,1933.11,deposit
568,127,2024-10-24,4346.77,deposit
569,88,2024-10-24,4520.79,withdrawal
570,158,2024-07-23,996.9,withdrawal
571,172,2024-12-01,1543.04,withdrawal
572,74,2024-07-13,4692.23,withdrawal
573,22,2024-10-09,2605.02,withdrawal
574,171,2024-10-14,1551.69,withdrawal
575,30,2024-06-30,3202.98,deposit
576,103,2024-07-24,1155.24,withdrawal
577,84,2024-08-12,3880.46,deposit
578,109,2024-09-14,519.28,deposit
579,62,2024-08-08,697.94,withdrawal
580,8,2024-09-13,2148.5,deposit
581,39,2024-11-11,469.64,withdrawal
582,11,2024-11-10,4351.48,withdrawal
583,120,2024-08-02,4639.26,withdrawal
584,113,2024-10-19,427.54,withdrawal
585,163,2024-10-26,3351.06,deposit
586,68,2024-10-01,1586.12,withdrawal
587,157,2024-12-08,3970.02,withdrawal
588,70,2024-11-03,2364.87,deposit
589,180,2024-10-21,995.5,deposit
590,168,2024-10-24,852.83,deposit
591,164,2024-12-20,2656.05,deposit
592,179,2024-09-07,3310.58,withdrawal
593,25,2024-10-28,619.97,withdrawal
594,91,2024-09-07,4480.01,withdrawal
595,170,2024-11-12,2499.9,deposit
596,153,2024-08-31,4277.43,withdrawal
597,20,2024-07-19,1117.09,withdrawal
598,155,2024-10-25,1618.87,withdrawal
599,26,2024-11-18,1836.64,withdrawal
600,53,2024-12-10,3613.56,withdrawal
601,5,2024-09-17,4182.4,withdrawal
602,176,2024-09-01,83.56,deposit
603,43,2024-08-31,2212.84,withdrawal
604,146,2024-11-21,3877.93,withdrawal
605,159,2024-11-04,1837.97,deposit
606,46,2024-07-31,25.1,deposit
607,17,2024-08-12,4302.4,withdrawal
608,103,2024-10-28,3955.75,withdrawal
609,94,2024-10-19,2149.46,withdrawal
610,8,2024-12-10,2593.92,withdrawal
611,20,2024-10-09,3693.09,withdrawal
612,85,2024-11-24,2105.02,deposit
613,18,2024-08-04,1894.97,deposit
614,126,2024-12-13,3283.88,deposit
615,122,2024-11-09,3470.02,withdrawal
616,85,2024-09-21,339.96,withdrawal
617,61,2024-09-17,1182.53,withdrawal
618,142,2024-09-25,4654.13,withdrawal
619,150,2024-12-12,694.53,deposit
620,130,2024-09-03,4639.21,withdrawal
621,81,2024-08-24,385.58,withdrawal
622,133,2024-12-06,1938.22,withdrawal
623,112,2024-08-08,3507.23,withdrawal
624,182,2024-07-09,4371.13,deposit
625,157,2024-09-19,4588.71,withdrawal
626,86,2024-10-02,2528.06,withdrawal
627,146,2024-12-16,1258.2,deposit
628,47,2024-11-19,3244.72,withdrawal
629,14,2024-11-22,4695.29,withdrawal
630,149,2024-07-24,1307.13,deposit
631,85,2024-11-30,4035.0,deposit
632,109,2024-08-31,3409.37,deposit
633,150,2024-10-20,2436.17,withdrawal
634,124,2024-09-19,4198.46,deposit
635,48,2024-08-18,959.23,deposit
636,38,2024-06-29,173.62,withdrawal
637,151,2024-08-25,2986.24,deposit
638,93,2024-10-03,1716.79,withdrawal
639,64,2024-08-21,2123.35,withdrawal
640,142,2024-12-14,3423.85,withdrawal
641,161,2024-08-07,2284.64,withdrawal
642,170,2024-07-05,1624.45,withdrawal
643,120,2024-09-03,4689.25,withdrawal
644,45,2024-10-16,4377.79,deposit
645,144,2024-11-13,3090.58,deposit
646,58,2024-09-15,4066.89,deposit
647,14,2024-09-01,2086.67,withdrawal
648,163,2024-12-18,2579.62,withdrawal
649,44,2024-08-10,4313.66,deposit
650,108,2024-12-15,4020.96,withdrawal
651,176,2024-09-10,412.1,withdrawal
652,26,2024-11-13,4606.98,withdrawal
653,62,2024-09-11,4189.38,withdrawal
654,53,2024-09-04,3316.27,withdrawal
655,114,2024-08-24,2828.02,withdrawal
656,37,2024-10-19,2761.69,deposit
657,17,2024-10-02,4652.1,withdrawal
658,88,2024-11-14,825.87,deposit
659,42,2024-08-02,3264.53,deposit
660,155,2024-06-27,3116.2,deposit
661,183,2024-11-28,1094.01,deposit
662,127,2024-08-03,1504.46,deposit
663,142,2024-11-21,1189.7,deposit
664,25,2024-10-03,4642.74,withdrawal
665,124,2024-09-23,4394.54,withdrawal
666,10,2024-11-11,2848.74,withdrawal
667,41,2024-09-12,3163.58,withdrawal
668,9,2024-11-27,4599.56,deposit
669,98,2024-07-09,1396.24,withdrawal
